,,,,,,Recd. Store,Project ABC store,,,,,Against Purchase of Petrol Qty-7.38 Use for GJ 01 UG 9035,,,,,,,,,
126157,,Purchase,INDIAN OIL CORPORATION LTD,,,7.37,,,67.82,0.00,,499.83,499.83,,,,,0.00,,4070,
,,,,,,Recd. Store,Project ABC store,,,,,Against Purchase of Petrol Qty-7.37 Use for GJ 01 UJ 9997,,,,,,,,,
126159,,Purchase,INDIAN OIL CORPORATION LTD,,,7.38,,,67.75,0.00,,500.00,500.00,,,,,0.00,,4071,
,,,,,,Recd. Store,Project ABC store,,,,,Against Purchase of Petrol Qty-7.38 Use for GJ 01 UG 9035,,,,,,,,,
127497,,Purchase,INDIAN OIL CORPORATION LTD,,,7.38,,,67.72,0.00,,499.77,499.77,,,,,0.00,,14508,
,,,,,,Recd. Store,Project ABC store,,,,,Against Purches of Diesel Qty:- 7.38 Ltr Use for GJ 01 UJ 9035,,,,,,,,,
127499,,Purchase,INDIAN OIL CORPORATION LTD,,,7.00,,,68.50,0.00,,479.50,479.50,,,,,0.00,,113762,
,,,,,,Recd. Store,Project ABC store,,,,,Against Purches of Diesel Qty:- 7 Ltr Use for GJ 01 HU 9997,,,,,,,,,
127500,,Purchase,INDIAN OIL CORPORATION LTD,,,7.28,,,68.65,0.00,,499.77,499.77,,,,,0.00,,14668,
,,,,,,Recd. Store,Project ABC store,,,,,Against Purches of Diesel Qty:- 7.28 Ltr Use for GJ 01 UG 9035,,,,,,,,,
127501,,Purchase,INDIAN OIL CORPORATION LTD,,,7.50,,,66.67,0.00,,500.03,500.03,,,,,0.00,,14816,
,,,,,,Recd. Store,Project ABC store,,,,,Against Purches of Diesel Qty:- 7.5 Ltr Use for GJ 01 UG 9035,,,,,,,,,
128753,,Purchase,INDIAN OIL CORPORATION LTD,,,7.19,,,69.54,0.00,,499.99,499.99,,,,,0.00,,6074,
,,,,,,Recd. Store,Project ABC store,,,,,Against Purchase of Petrol Qty :- 7.19 Use For GJ 01 UG 9035,,,,,,,,,
128754,,Purchase,INDIAN OIL CORPORATION LTD,,,7.21,,,69.35,0.00,,500.01,500.01,,,,,0.00,,6074,
,,,,,,Recd. Store,Project ABC store,,,,,Against Purchase of Petrol Qty :- 7.21 Use For GJ 01 UG 9035,,,,,,,,,
128757,,Purchase,INDIAN OIL CORPORATION LTD,,,7.18,,,69.64,0.00,,500.02,500.02,,,,,0.00,,6328,
,,,,,,Recd. Store,Project ABC store,,,,,Against Purchase of Petrol Qty :- 7.18 Use For GJ 01 - 9997,,,,,,,,,
130006,,Purchase,INDIAN OIL CORPORATION LTD,,,7.15,,,70.93,0.00,,507.15,507.15,,,,,0.00,,6478,
,,,,,,Recd. Store,Project ABC store,,,,,Against Purchase of Petrol Qty-7.15 Ltr Use for GJ 01 UG 9035,,,,,,,,,
130007,,Purchase,INDIAN OIL CORPORATION LTD,,,7.14,,,70.02,0.00,,499.94,499.94,,,,,0.00,,6632,
,,,,,,Recd. Store,Project ABC store,,,,,Against Purchase of Petrol Qty-7.14 Ltr Use for GJ 01 UG 9035,,,,,,,,,
130009,,Purchase,INDIAN OIL CORPORATION LTD,,,7.13,,,70.13,0.00,,500.03,500.03,,,,,0.00,,6994,
,,,,,,Recd. Store,Project ABC store,,,,,Against Purchase of Petrol Qty-7.13 Ltr Use for GJ 01 UG 9035,,,,,,,,,
131214,,Purchase,INDIAN OIL CORPORATION LTD,,,7.14,,,70.02,0.00,,499.94,499.94,,,,,0.00,,7112,
,,,,,,Recd. Store,Project ABC store,,,,,Against Purchase of Petrol Qty-7.14 ltr Use for GJ 01 UG 9035,,,,,,,,,
131215,,Purchase,INDIAN OIL CORPORATION LTD,,,7.14,,,70.02,0.00,,499.94,499.94,,,,,0.00,,7322,
,,,,,,Recd. Store,Project ABC store,,,,,Against Purchase of Petrol Qty-7.14 ltr Use for GJ 01 UG 9035,,,,,,,,,
131216,,Purchase,INDIAN OIL CORPORATION LTD,,,7.14,,,70.02,0.00,,499.94,499.94,,,,,0.00,,7383,
,,,,,,Recd. Store,Project ABC store,,,,,Against Purchase of Petrol Qty-7.14 ltr Use for GJ 01 UH 9997,,,,,,,,,
131217,,Purchase,INDIAN OIL CORPORATION LTD,,,7.14,,,70.02,0.00,,499.94,499.94,,,,,0.00,,7479,
,,,,,,Recd. Store,Project ABC store,,,,,Against Purchase of Petrol Qty-7.14 ltr Use for GJ 01 UG 9035,,,,,,,,,
131218,,Purchase,INDIAN OIL CORPORATION LTD,,,7.14,,,70.02,0.00,,499.94,499.94,,,,,0.00,,7634,
,,,,,,Recd. Store,Project ABC store,,,,,Against Purchase of Petrol Qty-7.14 ltr Use for GJ 01 UG 9035,,,,,,,,,
132165,,Purchase,INDIAN OIL CORPORATION LTD,,,7.21,,,70.19,0.00,,506.07,506.07,,,,,0.00,,7819,
,,,,,,Recd. Store,Project ABC store,,,,,Against Purchase Of Petrol Qty-7.21 Ltr Use for GJ 01 UG 9035,,,,,,,,,
132166,,Purchase,INDIAN OIL CORPORATION LTD,,,7.11,,,70.32,0.00,,499.98,499.98,,,,,0.00,,8181,
,,,,,,Recd. Store,Project ABC store,,,,,Against Purchase Of Petrol Qty-7.11 Ltr Use for GJ 01 UG 9035,,,,,,,,,
133175,,Purchase,INDIAN OIL CORPORATION LTD,,,7.08,,,70.62,0.00,,499.99,499.99,,,,,0.00,,9058,
,,,,,,Recd. Store,Project ABC store,,,,,Against Purchase Of Petrol Qty-7.08 Ltr Use For Petrol Vehicle.,,,,,,,,,
133176,,Purchase,INDIAN OIL CORPORATION LTD,,,7.30,,,68.49,0.00,,499.98,499.98,,,,,0.00,,9435,
,,,,,,Recd. Store,Project ABC store,,,,,Against Purchase Of Petrol Qty-7.30 Ltr Use For Petrol Vehicle.,,,,,,,,,
133187,,Purchase,INDIAN OIL CORPORATION LTD,,,7.19,,,69.54,0.00,,499.99,499.99,,,,,0.00,,9246,
,,,,,,Recd. Store,Project ABC store,,,,,Against Purchase Of Petrol Qty-7.19 Ltr Use For GJ 01 UG 9035.,,,,,,,,,
133188,,Purchase,INDIAN OIL CORPORATION LTD,,,7.12,,,70.20,0.00,,499.82,499.82,,,,,0.00,,9243,
,,,,,,Recd. Store,Project ABC store,,,,,Against Purchase Of Petrol Qty-7.12 Ltr Use For GJ 01 UH 9997.,,,,,,,,,
134457,,Purchase,INDIAN OIL CORPORATION LTD,,,7.31,,,68.39,0.00,,499.93,499.93,,,,,0.00,,9715,
,,,,,,Recd. Store,Project ABC store,,,,,Purchase of Petrol Qty-7.31 Ltr for Vehicle No GJ 01 HU-9035,,,,,,,,,
134458,,Purchase,INDIAN OIL CORPORATION LTD,,,7.30,,,68.49,0.00,,499.98,499.98,,,,,0.00,,9710,
,,,,,,Recd. Store,Project ABC store,,,,,Purchase of Petrol Qty-7.31 Ltr for Vehicle No GJ 01 HU-9035,,,,,,,,,
134459,,Purchase,INDIAN OIL CORPORATION LTD,,,7.10,,,70.42,0.00,,499.98,499.98,,,,,0.00,,9868,
,,,,,,Recd. Store,Project ABC store,,,,,Purchase of Petrol Qty-7.10 Ltr for Vehicle No GJ 01 HU-9035,,,,,,,,,
135413,,Purchase,INDIAN OIL CORPORATION LTD,,,7.25,,,68.93,0.00,,499.74,499.74,,,,,0.00,,10076,
,,,,,,Recd. Store,Project ABC store,,,,,Against Purchase Of Petrol Qty-7.25Ltr Use For GJ 01 UG 9035,,,,,,,,,
135414,,Purchase,INDIAN OIL CORPORATION LTD,,,7.38,,,67.75,0.00,,500.00,500.00,,,,,0.00,,10519,
,,,,,,Recd. Store,Project ABC store,,,,,Against Purchase Of Petrol Qty-7.38Ltr Use For GJ 01 UG 9035,,,,,,,,,
135415,,Purchase,INDIAN OIL CORPORATION LTD,,,7.28,,,68.65,0.00,,499.77,499.77,,,,,0.00,,10119,
,,,,,,Recd. Store,Project ABC store,,,,,Against Purchase Of Petrol Qty-7.28Ltr Use For GJ 01 UH 9997,,,,,,,,,
135416,,Purchase,INDIAN OIL CORPORATION LTD,,,7.32,,,68.30,0.00,,499.96,499.96,,,,,0.00,,10276,
,,,,,,Recd. Store,Project ABC store,,,,,Against Purchase Of Petrol Qty-7.32Ltr Use For GJ 01 UG 9035,,,,,,,,,
136644,,Purchase,INDIAN OIL CORPORATION LTD,,,7.42,,,67.33,0.00,,499.59,499.59,,,,,0.00,,10737,
,,,,,,Recd. Store,Project ABC store,,,,,Against Purchase Of Petrol Qty-7.42Ltr Use For GJ 01 UG 9035,,,,,,,,,
136645,,Purchase,INDIAN OIL CORPORATION LTD,,,7.42,,,67.33,0.00,,499.59,499.59,,,,,0.00,,10896,
,,,,,,Recd. Store,Project ABC store,,,,,Against Purchase Of Petrol Qty-7.42Ltr Use For GJ 01 UG 9035,,,,,,,,,
136646,,Purchase,INDIAN OIL CORPORATION LTD,,,7.41,,,67.44,0.00,,499.73,499.73,,,,,0.00,,11427,
,,,,,,Recd. Store,Project ABC store,,,,,Against Purchase Of Petrol Qty-7.41Ltr Use For GJ 01 UH 9997,,,,,,,,,
137951,,Purchase,INDIAN OIL CORPORATION LTD,,,7.37,,,67.84,0.00,,499.98,499.98,,,,,0.00,,11737,
,,,,,,Recd. Store,Project ABC store,,,,,Against Purchase Of Diesel Qty-7.37Ltr Use For GJ 01 UG 9035,,,,,,,,,
137952,,Purchase,INDIAN OIL CORPORATION LTD,,,7.12,,,70.22,0.00,,499.97,499.97,,,,,0.00,,11944,
,,,,,,Recd. Store,Project ABC store,,,,,Against Purchase Of Diesel Qty-7.12Ltr Use For GJ 01 UH 9997,,,,,,,,,
137953,,Purchase,INDIAN OIL CORPORATION LTD,,,7.13,,,70.13,0.00,,500.03,500.03,,,,,0.00,,11089,
,,,,,,Recd. Store,Project ABC store,,,,,Against Purchase Of Diesel Qty-7.13Ltr Use For GJ 01 UG 9035,,,,,,,,,
139130,,Purchase,INDIAN OIL CORPORATION LTD,,,7.24,,,69.06,0.00,,499.99,499.99,,,,,0.00,,11230,
,,,,,,Recd. Store,Project ABC store,,,,,Against Purchase Of Petrol Qty-7.24Ltr Use For GJ 01 UG 9035  ,,,,,,,,,
139131,,Purchase,INDIAN OIL CORPORATION LTD,,,7.08,,,70.62,0.00,,499.99,499.99,,,,,0.00,,11394,
,,,,,,Recd. Store,Project ABC store,,,,,Against Purchase Of Petrol Qty-7.08Ltr Use For GJ 01 UG 9035  ,,,,,,,,,
139132,,Purchase,INDIAN OIL CORPORATION LTD,,,7.09,,,70.52,0.00,,499.99,499.99,,,,,0.00,,7257,
,,,,,,Recd. Store,Project ABC store,,,,,Against Purchase Of Petrol Qty-7.09Ltr Use For GJ 01 UH 9997  ,,,,,,,,,
139133,,Purchase,INDIAN OIL CORPORATION LTD,,,7.08,,,70.62,0.00,,499.99,499.99,,,,,0.00,,7316,
,,,,,,Recd. Store,Project ABC store,,,,,Against Purchase Of Petrol Qty-7.08Ltr Use For GJ 01 UG 9035  ,,,,,,,,,
139134,,Purchase,INDIAN OIL CORPORATION LTD,,,7.14,,,70.02,0.00,,499.94,499.94,,,,,0.00,,7434,
,,,,,,Recd. Store,Project ABC store,,,,,Against Purchase Of Petrol Qty-7.14Ltr Use For GJ 01 UG 9035  ,,,,,,,,,
139135,,Purchase,INDIAN OIL CORPORATION LTD,,,7.13,,,70.12,0.00,,499.96,499.96,,,,,0.00,,7551,
,,,,,,Recd. Store,Project ABC store,,,,,Against Purchase Of Petrol Qty-7.13Ltr Use For GJ 01 UG 9035  ,,,,,,,,,
140099,,Purchase,INDIAN OIL CORPORATION LTD,,,7.18,,,69.66,0.00,,500.16,500.16,,,,,0.00,,7917,
,,,,,,Recd. Store,Project ABC store,,,,,Against Purchase Of Diesel Qty-7.18 Ltr Use For GJ 01 UG 9035,,,,,,,,,
140101,,Purchase,INDIAN OIL CORPORATION LTD,,,7.18,,,69.53,0.00,,499.23,499.23,,,,,0.00,,7918,
,,,,,,Recd. Store,Project ABC store,,,,,Against Purchase Of Diesel Qty-7.18 Ltr Use For GJ 01 UH 9997.,,,,,,,,,
140102,,Purchase,INDIAN OIL CORPORATION LTD,,,7.19,,,69.38,0.00,,498.84,498.84,,,,,0.00,,7992,
,,,,,,Recd. Store,Project ABC store,,,,,Against Purchase Of Diesel Qty-7.19 Ltr Use For GJ 01 UG 9035.,,,,,,,,,
140103,,Purchase,INDIAN OIL CORPORATION LTD,,,7.21,,,69.29,0.00,,499.58,499.58,,,,,0.00,,8159,
,,,,,,Recd. Store,Project ABC store,,,,,Against Purchase Of Diesel Qty-7.21 Ltr Use For GJ 01 UH 9997.,,,,,,,,,
140104,,Purchase,INDIAN OIL CORPORATION LTD,,,7.22,,,69.29,0.00,,500.27,500.27,,,,,0.00,,8266,
,,,,,,Recd. Store,Project ABC store,,,,,Against Purchase Of Diesel Qty-7.22 Ltr Use For GJ 01 UG 9035.,,,,,,,,,
141428,,Purchase,URD Supplier,,,1.44,,,69.44,0.00,,99.99,99.99,,,,,0.00,,46392,
,,,,,,Recd. Store,Project ABC store,,,,,Being Amount Paid IOCL Petrol Pump to Against Purchase of Petrol Qty-1.44Ltr use for GJ 01 UH 9997.  ,,,,,,,,,
142017,,Purchase,Shreenathji Trading Company,,,6.08,,,640.00,0.00,,"3,891.20","3,891.20",,,,,0.00,,197,
,,,,,,Recd. Store,Project ABC store,,,,,Supply of Safety Shoes Size 08 No = 02 Pair for site Staff,,,,,,,,,
143697,,Purchase,INDIAN OIL CORPORATION LTD,,,7.23,,,69.15,0.00,,499.95,499.95,,,,,0.00,,8506,
,,,,,,Recd. Store,Project ABC store,,,,,Against Purchase Of Petrol Qty-7.23Ltr Use For GJ 01 UG 9035,,,,,,,,,
143699,,Purchase,INDIAN OIL CORPORATION LTD,,,7.22,,,69.25,0.00,,499.99,499.99,,,,,0.00,,8754,
,,,,,,Recd. Store,Project ABC store,,,,,Against Purchase Of Petrol Qty-7.22Ltr Use For GJ 01 UH 9997,,,,,,,,,
143700,,Purchase,INDIAN OIL CORPORATION LTD,,,7.23,,,69.15,0.00,,499.95,499.95,,,,,0.00,,8707,
,,,,,,Recd. Store,Project ABC store,,,,,Against Purchase Of Petrol Qty-7.23Ltr Use For GJ 01 UG 9035.,,,,,,,,,
143701,,Purchase,INDIAN OIL CORPORATION LTD,,,7.21,,,69.35,0.00,,500.01,500.01,,,,,0.00,,8423,
,,,,,,Recd. Store,Project ABC store,,,,,Against Purchase Of Petrol Qty-7.21Ltr Use For GJ 01 UG 9035.,,,,,,,,,
143702,,Purchase,INDIAN OIL CORPORATION LTD,,,7.20,,,69.44,0.00,,499.97,499.97,,,,,0.00,,10416,
,,,,,,Recd. Store,Project ABC store,,,,,Against Purchase Of Petrol Qty-7.20Ltr Use For GJ 01 UG 9035.,,,,,,,,,
143704,,Purchase,INDIAN OIL CORPORATION LTD,,,7.05,,,70.93,0.00,,500.06,500.06,,,,,0.00,,9706,
,,,,,,Recd. Store,Project ABC store,,,,,Against Purchase Of Petrol Qty-7.05Ltr Use For GJ 01 UH 9997,,,,,,,,,
143706,,Purchase,INDIAN OIL CORPORATION LTD,,,7.10,,,70.63,0.00,,501.47,501.47,,,,,0.00,,10703,
,,,,,,Recd. Store,Project ABC store,,,,,Against Purchase Of Petrol Qty-7.10Ltr Use For GJ 01 UG 9035,,,,,,,,,
144673,,Purchase,INDIAN OIL CORPORATION LTD,,,6.96,,,71.84,0.00,,500.01,500.01,,,,,0.00,,10812,
,,,,,,Recd. Store,Project ABC store,,,,,Against Purchase Of Petrol Qty-6.96Ltr Use  For GJ 01 UG 9035.,,,,,,,,,
144674,,Purchase,INDIAN OIL CORPORATION LTD,,,7.08,,,70.62,0.00,,499.99,499.99,,,,,0.00,,11348,
,,,,,,Recd. Store,Project ABC store,,,,,Against Purchase Of Petrol Qty-7.08Ltr Use  For GJ 01 UG 9035.,,,,,,,,,
144675,,Purchase,INDIAN OIL CORPORATION LTD,,,6.96,,,71.89,0.00,,500.35,500.35,,,,,0.00,,10941,
,,,,,,Recd. Store,Project ABC store,,,,,Against Purchase Of Petrol Qty-6.96Ltr Use  For GJ 01 UH 9997.,,,,,,,,,
144676,,Purchase,INDIAN OIL CORPORATION LTD,,,7.06,,,70.82,0.00,,499.99,499.99,,,,,0.00,,11235,
,,,,,,Recd. Store,Project ABC store,,,,,Against Purchase Of Petrol Qty-7.06Ltr Use  For GJ 01 UH 9997.,,,,,,,,,
145829,,Purchase,INDIAN OIL CORPORATION LTD,,,7.09,,,70.53,0.00,,500.06,500.06,,,,,0.00,,11682,
,,,,,,Recd. Store,Project ABC store,,,,,Against Purchase Of Petrol Qty-7.09Ltr Use For GJ 01 UG 9035.,,,,,,,,,
145830,,Purchase,INDIAN OIL CORPORATION LTD,,,7.10,,,70.42,0.00,,499.98,499.98,,,,,0.00,,11946,
,,,,,,Recd. Store,Project ABC store,,,,,Against Purchase Of Petrol Qty-7.10Ltr Use For GJ 01 UH 9997.,,,,,,,,,
145831,,Purchase,INDIAN OIL CORPORATION LTD,,,7.10,,,70.42,0.00,,499.98,499.98,,,,,0.00,,12163,
,,,,,,Recd. Store,Project ABC store,,,,,Against Purchase Of Petrol Qty-7.10Ltr Use For GJ 01 UG 9035.,,,,,,,,,
147105,,Purchase,INDIAN OIL CORPORATION LTD,,,7.15,,,69.93,0.00,,500.00,500.00,,,,,0.00,,12405,
,,,,,,Recd. Store,Project ABC store,,,,,Against Purchase Of Petrol Qty-7.15 Ltr Use For GJ 01 UG 9035,,,,,,,,,
147107,,Purchase,INDIAN OIL CORPORATION LTD,,,7.09,,,70.52,0.00,,499.99,499.99,,,,,0.00,,12623,
,,,,,,Recd. Store,Project ABC store,,,,,Against Purchase Of Petrol Qty-7.09 Ltr Use For GJ 01 UG 9035,,,,,,,,,
147110,,Purchase,INDIAN OIL CORPORATION LTD,,,7.07,,,70.72,0.00,,499.99,499.99,,,,,0.00,,12807,
,,,,,,Recd. Store,Project ABC store,,,,,Against Purchase Of Petrol Qty-7.07 Ltr Use For GJ 01 UG 9035,,,,,,,,,
147112,,Purchase,INDIAN OIL CORPORATION LTD,,,7.09,,,70.72,0.00,,501.40,501.40,,,,,0.00,,12811,
,,,,,,Recd. Store,Project ABC store,,,,,Against Purchase Of Petrol Qty-7.07 Ltr Use For GJ 01 UH 9997,,,,,,,,,
147945,,Purchase,INDIAN OIL CORPORATION LTD,,,7.10,,,70.42,0.00,,499.98,499.98,,,,,0.00,,13021,
,,,,,,Recd. Store,Project ABC store,,,,,Against Purchase Of Petrol Qty-7.10Ltr Use For GJ 01 UG 9035,,,,,,,,,
147946,,Purchase,INDIAN OIL CORPORATION LTD,,,6.99,,,71.53,0.00,,499.99,499.99,,,,,0.00,,13163,
,,,,,,Recd. Store,Project ABC store,,,,,Against Purchase Of Petrol Qty-6.99Ltr Use For GJ 01 UG 9035,,,,,,,,,
147947,,Purchase,INDIAN OIL CORPORATION LTD,,,6.94,,,72.00,0.00,,499.68,499.68,,,,,0.00,,13466,
,,,,,,Recd. Store,Project ABC store,,,,,Against Purchase Of Petrol Qty-6.94Ltr Use For GJ 01 UG 9035,,,,,,,,,
147948,,Purchase,INDIAN OIL CORPORATION LTD,,,6.94,,,72.00,0.00,,499.68,499.68,,,,,0.00,,13490,
,,,,,,Recd. Store,Project ABC store,,,,,Against Purchase Of Petrol Qty-6.94Ltr Use For GJ 01 UH 9997,,,,,,,,,
148968,,Purchase,INDIAN OIL CORPORATION LTD,,,6.93,,,72.16,0.00,,500.07,500.07,,,,,0.00,,13749,
,,,,,,Recd. Store,Project ABC store,,,,,Against Purchase Of Petrol Qty-6.93Ltr Use For GJ 01 UG 9035.,,,,,,,,,
148969,,Purchase,INDIAN OIL CORPORATION LTD,,,6.92,,,72.25,0.00,,499.97,499.97,,,,,0.00,,280,
,,,,,,Recd. Store,Project ABC store,,,,,Against Purchase Of Petrol Qty-6.92Ltr Use For GJ 01 UG 9035.,,,,,,,,,
148970,,Purchase,INDIAN OIL CORPORATION LTD,,,6.92,,,72.25,0.00,,499.97,499.97,,,,,0.00,,431,
,,,,,,Recd. Store,Project ABC store,,,,,Against Purchase Of Petrol Qty-6.92Ltr Use For GJ 01 UG 9035.,,,,,,,,,
150342,,Purchase,INDIAN OIL CORPORATION LTD,,,6.95,,,71.94,0.00,,499.98,499.98,,,,,0.00,,665,
,,,,,,Recd. Store,Project ABC store,,,,,Against Purchase Of Diesel Qty-6.95 Ltr Use For GJ 01 UG 9035.,,,,,,,,,
150343,,Purchase,INDIAN OIL CORPORATION LTD,,,6.98,,,71.63,0.00,,499.98,499.98,,,,,0.00,,919,
,,,,,,Recd. Store,Project ABC store,,,,,Against Purchase Of Diesel Qty-6.98 Ltr Use For GJ 01 UG 9035.,,,,,,,,,
150344,,Purchase,INDIAN OIL CORPORATION LTD,,,1.38,,,72.46,0.00,,99.99,99.99,,,,,0.00,,1292,
,,,,,,Recd. Store,Project ABC store,,,,,Against Purchase Of Diesel Qty-1.38 Ltr Use For GJ 01 UH 9997.,,,,,,,,,
150359,,Purchase,INDIAN OIL CORPORATION LTD,,,6.91,,,72.26,0.00,,499.32,499.32,,,,,0.00,,1348,
,,,,,,Recd. Store,Project ABC store,,,,,Against Purchase Of Diesel Qty-6.91Ltr Use For GJ 01 UG 9035,,,,,,,,,
151405,,Purchase,INDIAN OIL CORPORATION LTD,,,6.90,,,72.46,0.00,,499.97,499.97,,,,,0.00,,1505,
,,,,,,Recd. Store,Project ABC store,,,,,Against Purchase Of Petrol Qty-6.90Ltr Use For GJ 01 UH 9997.,,,,,,,,,
151406,,Purchase,INDIAN OIL CORPORATION LTD,,,6.86,,,72.89,0.00,,500.03,500.03,,,,,0.00,,1720,
,,,,,,Recd. Store,Project ABC store,,,,,Against Purchase Of Petrol Qty-6.86Ltr Use For GJ 01 UG 9035,,,,,,,,,
151407,,Purchase,INDIAN OIL CORPORATION LTD,,,6.83,,,73.21,0.00,,500.02,500.02,,,,,0.00,,2024,
,,,,,,Recd. Store,Project ABC store,,,,,Against Purchase Of Petrol Qty-6.83Ltr Use For GJ 01 UG 9035,,,,,,,,,
152985,,Purchase,INDIAN OIL CORPORATION LTD,,,6.90,,,72.42,0.00,,499.70,499.70,,,,,0.00,,2336,
,,,,,,Recd. Store,Project ABC store,,,,,Against Purchase Of Petrol Qty-6.90Ltr Use For GJ 01 UH 9997,,,,,,,,,
152987,,Purchase,INDIAN OIL CORPORATION LTD,,,6.93,,,72.15,0.00,,500.00,500.00,,,,,0.00,,2420,
,,,,,,Recd. Store,Project ABC store,,,,,Against Purchase Of Petrol Qty-6.93Ltr Use For GJ 01 UG 9035,,,,,,,,,
152988,,Purchase,INDIAN OIL CORPORATION LTD,,,6.92,,,72.25,0.00,,499.97,499.97,,,,,0.00,,2596,
,,,,,,Recd. Store,Project ABC store,,,,,Against Purchase Of Petrol Qty-6.92Ltr Use For GJ 01 UG 9035,,,,,,,,,
152989,,Purchase,INDIAN OIL CORPORATION LTD,,,7.06,,,70.82,0.00,,499.99,499.99,,,,,0.00,,2850,
,,,,,,Recd. Store,Project ABC store,,,,,Against Purchase Of Petrol Qty-7.06Ltr Use For GJ 01 UG 9035,,,,,,,,,
152990,,Purchase,INDIAN OIL CORPORATION LTD,,,7.06,,,70.81,0.00,,499.92,499.92,,,,,0.00,,2965,
,,,,,,Recd. Store,Project ABC store,,,,,Against Purchase Of Petrol Qty-7.06Ltr Use For GJ 01 UH 9997,,,,,,,,,
154402,,Purchase,INDIAN OIL CORPORATION LTD,,,7.11,,,70.31,0.00,,499.90,499.90,,,,,0.00,,3139,
,,,,,,Recd. Store,Project ABC store,,,,,Against Purchase Of Petrol Qty-7.11Ltr Use For GJ 01 UG 9035,,,,,,,,,
154403,,Purchase,INDIAN OIL CORPORATION LTD,,,7.16,,,69.83,0.00,,499.98,499.98,,,,,0.00,,3439,
,,,,,,Recd. Store,Project ABC store,,,,,Against Purchase Of Petrol Qty-7.16Ltr Use For GJ 01 UG 9035,,,,,,,,,
154404,,Purchase,INDIAN OIL CORPORATION LTD,,,7.25,,,68.97,0.00,,500.03,500.03,,,,,0.00,,3763,
,,,,,,Recd. Store,Project ABC store,,,,,Against Purchase Of Petrol Qty-7.25Ltr Use For GJ 01 UG 9035,,,,,,,,,
155706,,Purchase,INDIAN OIL CORPORATION LTD,,,7.23,,,69.16,0.00,,500.03,500.03,,,,,0.00,,4202,
,,,,,,Recd. Store,Project ABC store,,,,,Against Purchase Of Petrol Use For GJ 01 UG 9035 Qty-7.23Ltr,,,,,,,,,
155707,,Purchase,INDIAN OIL CORPORATION LTD,,,7.21,,,69.27,0.00,,499.44,499.44,,,,,0.00,,4947,
,,,,,,Recd. Store,Project ABC store,,,,,Against Purchase Of Petrol Use For GJ 01 UG 9035 Qty-7.21Ltr,,,,,,,,,
155709,,Purchase,INDIAN OIL CORPORATION LTD,,,7.23,,,69.16,0.00,,500.03,500.03,,,,,0.00,,4976,
,,,,,,Recd. Store,Project ABC store,,,,,Against Purchase Of Petrol Use For GJ 01 UH 9997 Qty-7.23Ltr,,,,,,,,,
156736,,Purchase,INDIAN OIL CORPORATION LTD,,,7.27,,,68.78,0.00,,500.03,500.03,,,,,0.00,,4495,
,,,,,,Recd. Store,Project ABC store,,,,,Against Purchase Of Petrol Qty-7.27 Ltr Use For  GJ 01 UG 9035,,,,,,,,,
156737,,Purchase,INDIAN OIL CORPORATION LTD,,,7.30,,,68.49,0.00,,499.98,499.98,,,,,0.00,,4731,
,,,,,,Recd. Store,Project ABC store,,,,,Against Purchase Of Petrol Qty-7.30 Ltr Use For  GJ 01 UG 9035,,,,,,,,,
156738,,Purchase,INDIAN OIL CORPORATION LTD,,,7.42,,,67.38,0.00,,499.96,499.96,,,,,0.00,,4732,
,,,,,,Recd. Store,Project ABC store,,,,,Against Purchase Of Petrol Qty-7.42 Ltr Use For  GJ 01 UG 9035,,,,,,,,,
157593,,Purchase,INDIAN OIL CORPORATION LTD,,,7.46,,,67.01,0.00,,499.89,499.89,,,,,0.00,,5605,
,,,,,,Recd. Store,Project ABC store,,,,,Against Purchase Of Petrol Use For GJ 01 UH 9997 Qty-7.46 Ltr.,,,,,,,,,
157594,,Purchase,INDIAN OIL CORPORATION LTD,,,7.46,,,67.01,0.00,,499.89,499.89,,,,,0.00,,6031,
,,,,,,Recd. Store,Project ABC store,,,,,Against Purchase Of Petrol Use For GJ 01 UG 9035 Qty-7.46 Ltr.,,,,,,,,,
157595,,Purchase,INDIAN OIL CORPORATION LTD,,,7.46,,,67.01,0.00,,499.89,499.89,,,,,0.00,,6084,
,,,,,,Recd. Store,Project ABC store,,,,,Against Purchase Of Petrol Use For GJ 01 UG 9035 Qty-7.46 Ltr.,,,,,,,,,
,,,,,,,,,,0.00,,,,,,,,,,,
,,,,,,,,,,,,,"101,611.91",,,,,,,,
2970 Repair & Main of equip.,,,,,,,,,,,,,,,,,,,,,
94778,,Purchase,URD Supplier,,,750.00,,,1.00,135.00,,750.00,885.00,,,,,0.00,,47,
,,,,,,Recd. Store,Project ABC store,,,,,Paid to Parkash Sales Purchase of Elect. Motor 01 Nos @ Rs. 750 for Washing Machine Repair work   ,,,,,,,,,
94779,,Purchase,URD Supplier,,,540.00,,,1.00,97.20,,540.00,637.20,,,,,0.00,,102,
,,,,,,Recd. Store,Project ABC store,,,,,Paid to Amin Car Purchase of Charger with Socket 01 nos @ Rs. 540 for Vehicle No KA 17 P 8356  ,,,,,,,,,
94810,,Purchase,URD Supplier,,,910.00,,,1.00,163.80,,910.00,"1,073.80",,,,,0.00,,58,
,,,,,,Recd. Store,Project ABC store,,,,,"Paid to Yash Automobile Purchase of Spaer part (Oil, Meter cable, Oil Sel & Endicaater) for Vehicle No KA 17 EM 6221  ",,,,,,,,,
